"IDENTIFIER","IDN_TRB_NM","TRIBE_AFFILIATION","LGC_ID"
CdTZzatq25,New Stuyahok Village               ,Yupik Eskimo                            ,"0468"
CKQkgUZq25,Native Village of Napakiak         ,Yupik Eskimo                            ,"0468"
C1g5hiNq25,Native Village of Napaimute        ,Yupik Eskimo                            ,"0468"
CeM4yZHq25,Village of Chefornak               ,Yupik Eskimo                            ,"0468"
Elchq0dq25,Village of Clarks Point            ,Yupik Eskimo                            ,"0468"
FydLl7Pq25,Village of Kalskag                 ,Yupik Eskimo                            ,"0468"
FxSgRotq25,Native Village of Nightmute        ,Yupik Eskimo                            ,"0468"
FLfC9wNq25,Manokotak Village                  ,Yupik Eskimo                            ,"0468"
Fei1T2hq25,Native Village of Napaskiak        ,Yupik Eskimo                            ,"0468"
EkkCr2Fq25,Newhalen Village                   ,Yupik Eskimo                            ,"0468"
AVumnpPq25,Native Village of Marshall (Fortuna,Yupik Eskimo                            ,"0468"
GstKhRzq25,Village of Kotlik                  ,Yupik Eskimo                            ,"0468"
F3UrpoRq25,Newtok Village                     ,Yupik Eskimo                            ,"0468"
HBdzgEBq25,Village of Lower Kalskag           ,Yupik Eskimo                            ,"0468"
HKTlmAdFkD,Children's Srv Program Mgr (2of2)  ,Yupik Eskimo                            ,"0468"
KofvRYVq25,Village of Stony River             ,Yupik Eskimo                            ,"0468"
KMIq3VTFkD,New Koliganek Village Council      ,Yupik Eskimo                            ,"0468"
KVvGSmJq25,Village of Sleetmute               ,Yupik Eskimo                            ,"0468"
MiA6WUtFkD,Native Village of Tuntutuliak      ,Yupik Eskimo                            ,"0468"
MY0VftjFkD,Village of Atmautluak              ,Yupik Eskimo                            ,"0468"
M0Vu3Mlq25,Native Village of Paimiut          ,Yupik Eskimo                            ,"0468"
NxfCQlHFkD,Village of Ohogamiut               ,Yupik Eskimo                            ,"0468"
MP1spvHFkD,Village of Red Devil               ,Yupik Eskimo                            ,"0468"
Pnnsc1LFkD,Village of Alakanuk                ,Yupik Eskimo                            ,"0468"
Pu5cPhzFkD,Chinik Eskimo Community  (2of2)    ,Yupik Eskimo                            ,"0468"
OQXBtaJq25,Pitka's Point Traditional Council  ,Yupik Eskimo                            ,"0468"
QpNoQVLq25,Akiak Native Community             ,Yupik Eskimo                            ,"0468"
QWd9Rj9q25,Akiachak Native Community          ,Yupik Eskimo                            ,"0468"
Sfm8rvfFkD,Nunakauyarmiut Tribe               ,Yupik Eskimo                            ,"0468"
Slh7SclFkD,Village of Crooked Creek           ,Yupik Eskimo                            ,"0468"
R9J8ia3q25,Native Village of Savoonga         ,Yupik Eskimo                            ,"0468"
TGrvuLXq25,Orutsararmiut Traditional Native Co,Yupik Eskimo                            ,"0468"
TsNFrtvq25,Oscarville Traditional Village     ,Yupik Eskimo                            ,"0468"
Um2u9aFq25,Naknek Native Village              ,Yupik Eskimo                            ,"0468"
VhTYPDLq25,Traditional Village of Togiak      ,Yupik Eskimo                            ,"0468"
Vg0ilahq25,Igiugig Village                    ,Yupik Eskimo                            ,"0468"
VfQO6wRq25,Asa' carsarmiut Tribe              ,Yupik Eskimo                            ,"0468"
VNYE78dq25,Native Village of Hamilton         ,Yupik Eskimo                            ,"0468"
YjIKXJPq25,Yupiit of Andreafski               ,Yupik Eskimo                            ,"0468"
Y6KAw8Nq25,Native Village of Aleknagik        ,Yupik Eskimo                            ,"0468"
YP4puuZq25,Algaaciq Native Village (St. Mary s,Yupik Eskimo                            ,"0468"
Zuq8onXq25,Village of Bill Moore s Slough     ,Yupik Eskimo                            ,"0468"
Z1kpBlTq25,Tuluksak Native Community          ,Yupik Eskimo                            ,"0468"
Qqqe47zq25,Organized Village of Kwethluk      ,Yupik Eskimo                            ,"0468"
"0ppdQxDq25",Native Village of Georgetown       ,Yupik Eskimo                            ,"0468"
ZJ2eWv1q25,Iqugmiut Traditional Council       ,Yupik Eskimo                            ,"0468"
"0EcTnixq25",Native Village of Tununak          ,Yupik Eskimo                            ,"0468"
"0XfJ6pHq25",Portage Creek Village (Ohgsenakale),Yupik Eskimo                            ,"0468"
"0X4ySB1q25",Native Village of Gambell          ,Yupik Eskimo                            ,"0468"
"1k5cNHnq25",Kasigluk Traditional Elders Council,Yupik Eskimo                            ,"0468"
"18aIPjPq25",Native Village of Goodnews Bay     ,Yupik Eskimo                            ,"0468"
"2KiRLrnq25",Chevak Native Village              ,Yupik Eskimo                            ,"0468"
"2e3QzIFq25",Levelock Village                   ,Yupik Eskimo                            ,"0468"
"2LawKqBq25",Native Village of Kipnuk           ,Yupik Eskimo                            ,"0468"
"3ywoRFDFkD",Native Village of Hooper Bay       ,Yupik Eskimo                            ,"0468"
"5ycs6AVq25",Native Village of Kongiganak       ,Yupik Eskimo                            ,"0468"
KnVG8Fzq25,Native Village of Nunapitchuk      ,Yupik Eskimo                            ,"0468"
ZbCyr2xq25,Bear River Band/Rohnerville Ranch. ,Yurok                                   ,"0289"
aVSxnNXq25,Big Lagoon Rancheria               ,Yurok                                   ,"0289"
"7TnqLPDq25",Elk Valley Rancheria               ,Yurok                                   ,"0289"
dpkEZvfq25,Blue Lake Rancheria                ,Yurok                                   ,"0289"
GFKqRchq25,Resighini Rancheria                ,Yurok                                   ,"0289"
Z22zW5bq25,Yurok Tribe/the Yurok Reservation  ,Yurok                                   ,"0289"
"1jD7OJPq25",Cher-Ae Heights Ind Com/TrinidadRan,Yurok                                   ,"0289"
